# Summary stats for batch processing of regression models homework 11
# timestamp: 2022-04-06 14:23:54
# GLS
# ------------------------

"ID","file_name","slope","p_val","r2"
1,"ranFile001.csv",-0.0906347232278246,0.484171696370045,0.0164519986397148
2,"ranFile002.csv",-0.191788137095393,0.0206530436970873,0.0821173447405599
3,"ranFile003.csv",0.000556990598059359,0.995892290788964,1.08159938382096e-06
4,"ranFile004.csv",-0.123147979627173,0.12146287445493,0.0359520023210002
5,"ranFile005.csv",0.0310546913662774,0.623110894190998,0.0028207499362321
6,"ranFile006.csv",0.0331427693326586,0.639281379433426,0.00350864143340104
7,"ranFile007.csv",0.0699931208514761,0.237748885485058,0.0141943523623171
8,"ranFile008.csv",-0.0966367815682014,0.15989216191038,0.0272466211738264
9,"ranFile009.csv",0.177414645680695,0.00733670939819027,0.13515038873515
10,"ranFile010.csv",-0.0138215765519509,0.900034344931238,0.000444360384740992
11,"ranFile011.csv",0.0150018741960735,0.896756366096575,0.000686870828131983
12,"ranFile012.csv",-0.0297774289409817,0.734394838208977,0.00146532116239953
13,"ranFile013.csv",0.0690090692741903,0.488207084581324,0.0161527107743243
14,"ranFile014.csv",0.038150601777993,0.477316903212199,0.00521927896717609
15,"ranFile015.csv",0.035296513736021,0.542886248365143,0.00509328391556336
16,"ranFile016.csv",0.101079146030647,0.106000558482344,0.0281511877540427
17,"ranFile017.csv",-0.0440862688725917,0.438851549464711,0.00659991966073264
18,"ranFile018.csv",-0.0393109938821184,0.542622166171171,0.00653932395235126
19,"ranFile019.csv",0.00715475488359357,0.952947764316614,0.000114130389029928
20,"ranFile020.csv",0.061744578131745,0.457116317485389,0.0115727266802036
21,"ranFile021.csv",-0.0036081089591816,0.964758817555666,4.19774638351365e-05
22,"ranFile022.csv",0.0777234652501876,0.230061272297828,0.0152878403874233
23,"ranFile023.csv",0.0554232897987381,0.375410688471094,0.00883823215396067
24,"ranFile024.csv",-0.0273432346672695,0.790555193122503,0.00247156539302463
25,"ranFile025.csv",0.00753724057441583,0.914250038363327,0.000220819767837449
26,"ranFile026.csv",-0.0357120285997793,0.815896327707741,0.002640005374672
27,"ranFile027.csv",0.0392844354815293,0.580173775210605,0.00421105037715191
28,"ranFile028.csv",0.0297640125538201,0.787346718850783,0.00210680242348178
29,"ranFile029.csv",0.0287167063770281,0.709052818369261,0.00229850962425691
30,"ranFile030.csv",0.104575006526538,0.465456390381988,0.0244665349846868
31,"ranFile031.csv",-0.0196519594362067,0.847437216824652,0.000913429880238302
32,"ranFile032.csv",0.089749070381245,0.144161789202764,0.0230408923463638
33,"ranFile033.csv",-0.0491912944549332,0.480536415428178,0.00693571733816048
34,"ranFile034.csv",0.0758938795909775,0.352503677075014,0.0173103833295066
35,"ranFile035.csv",-0.0213901111531867,0.734016488125902,0.00130371099377662
36,"ranFile036.csv",0.176285120695074,0.163886754490304,0.117436930989845
37,"ranFile037.csv",0.0425404607623897,0.49233126324306,0.00556337540496495
38,"ranFile038.csv",0.00260505853313843,0.964639726831545,2.12462789185437e-05
39,"ranFile039.csv",-0.0130828464077476,0.839476287006621,0.000479782251593454
40,"ranFile040.csv",0.00591113441206451,0.955548158487475,6.54059411399787e-05
41,"ranFile041.csv",-0.317026071227314,0.0474333935459964,0.22371983484183
42,"ranFile042.csv",-0.030335830930632,0.714084641634655,0.00288235747326237
43,"ranFile043.csv",0.0618853839435437,0.336687633123072,0.0124789720780614
44,"ranFile044.csv",0.019296006103559,0.839242421806671,0.00139384971691565
45,"ranFile045.csv",-0.277754168724886,0.09377129283255,0.200946128259854
46,"ranFile046.csv",0.217729394186747,0.0036351535556685,0.122879588309662
47,"ranFile047.csv",-0.0496386577466825,0.405170616834835,0.0131111608187013
48,"ranFile048.csv",0.142277312649687,0.188324741986752,0.0681809383930969
49,"ranFile049.csv",-0.0539393618326296,0.750572534164905,0.00649471291561007
50,"ranFile050.csv",-0.0905664279303129,0.181499981516999,0.0286104650980265
51,"ranFile051.csv",0.0734033853893637,0.514328020416617,0.0129976974047029
52,"ranFile052.csv",0.0126356990354933,0.887436634132722,0.000728194813219311
53,"ranFile053.csv",0.00183505785025084,0.972099445660127,1.39799118121948e-05
54,"ranFile054.csv",0.0734571001425818,0.54155398094868,0.0125513157920122
55,"ranFile055.csv",0.0299160832567556,0.684942034709484,0.00437972116692767
56,"ranFile056.csv",-0.139957094559905,0.126335199856146,0.0490104642815069
