# Simulated random data file for batch processing homework 11
# timestamp: 2022-04-06 14:23:53
# GLS
# --------------------

"var_x","var_y"
0.321380025449455,0.00645237625576556
0.891312231048254,0.342974797822535
0.414531389398217,0.0308305737562478
0.835283299337894,0.407181848539039
1.55876394554661,0.662338256835938
0.97203457593353,0.0558286211453378
1.55379413208063,0.653278138488531
1.04662702374066,0.931415014900267
1.05987574623142,0.678002340020612
0.159973164278188,0.925668129231781
0.264916911824892,0.740338736446574
-0.390881454629613,0.307905554305762
0.710856594340389,0.62186472164467
1.18201498494631,0.353445618413389
0.878600259043189,0.30902026896365
1.11991346789332,0.976391108240932
0.58719694629745,0.172274115029722
0.519546907511298,0.180256506660953
-0.598292727427199,0.917460742639378
0.238046766180948,0.863771693781018
0.694177036310898,0.640978088136762
0.826503046081129,0.87192716030404
1.41369186201253,0.83205173490569
1.57975014032899,0.669525942532346
0.375940450299284,0.489806614117697
0.773240336479961,0.423957431456074
1.04703763445987,0.995447277789935
0.623818674245046,0.733365837717429
0.543116518672334,0.676137500442564
1.28134726155057,0.837674822192639
0.445227549922729,0.784303037915379
1.04740731280566,0.0884897168725729
0.354756865451891,0.362440848955885
0.699494168596374,0.550189708126709
-0.00361268818136473,0.415628454182297
1.02020686089017,0.985823098570108
0.685306184616159,0.196668721269816
0.278463701736761,0.602236066246405
0.267833456528512,0.748602648032829
0.713234014170967,0.869989561382681
1.61341734602991,0.435565123101696
1.14925617654141,0.464470453327522
0.876018067485222,0.693455134285614
0.574869614337301,0.838795566931367
-0.227461226185394,0.803951437585056
0.326023608341307,0.865257489494979
1.02955468775404,0.104748274199665
1.95906708271971,0.623993816087022
0.662970057837049,0.235708213411272
0.937813683704892,0.936870149569586
0.782342856146041,0.85873091686517
0.880229351125458,0.0801927286665887
0.405915939536923,0.0589814195409417
0.318129807647928,0.265314536867663
0.534024959161428,0.78220016672276
1.0718377054902,0.943911377806216
0.576696626028214,0.525670984992757
0.601933133670425,0.432675319258124
0.789277383087533,0.79635348287411
0.915621782124415,0.63135134591721
0.517399823654679,0.158098041079938
-0.0651563327183206,0.832759102107957
1.74905034832164,0.105717550963163
1.33956302565564,0.622937022941187
1.07834256773294,0.599758251104504
0.256421301105691,0.760033762780949
-0.056643800922929,0.521438026567921
0.85354123637735,0.693928933469579
0.335194991769665,0.401166535448283
0.756348589053332,0.812667807331309
1.13269261733163,0.0940261271316558
1.47035576462999,0.743911786703393
1.12115142953142,0.947312596486881
0.238154957368058,0.76634796964936
1.10864920495113,0.045618859352544
0.924350702067936,0.201112296897918
0.509702132307264,0.331524055451155
0.566596243001643,0.208162197610363
1.15971844061626,0.850358752300963
1.5196953449966,0.42315212986432
1.61120282086351,0.0354102198034525
1.2079404524987,0.894870555959642
0.8901203235433,0.197971874848008
1.11311423844477,0.0732272060122341
-0.0523762418869996,0.546774263493717
1.30828881403528,0.752754863351583
1.36398967410906,0.920389261562377
0.662869043537112,0.804998083040118
1.2733868526164,0.769499371061102
1.06709845582717,0.544832268962637
1.70902662814667,0.27372858999297
